source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Evosep_WLBSC3_557_070624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_557_070624	1	906	Evosep_WLBSC3_557_070624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_557_070624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_557_070624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_375_021124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_375_021124	1	907	Evosep_WLBSC_375_021124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_375_021124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_375_021124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_481_030124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_481_030124	1	908	Evosep_WLBSC_481_030124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_481_030124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_481_030124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_71_061524	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_71_061524	1	909	Evosep_WLBSC3_71_061524	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_71_061524.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_71_061524.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_757_030824	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_757_030824	1	910	Evosep_WLBSC_757_030824	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_757_030824.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_757_030824.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_12_061324	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_12_061324	1	911	Evosep_WLBSC3_12_061324	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_12_061324.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_12_061324.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_148_032824	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_148_032824	1	912	Evosep_WLBSC2_148_032824	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_148_032824.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_148_032824.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_235_033024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_235_033024	1	913	Evosep_WLBSC2_235_033024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_235_033024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_235_033024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_325_062624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_325_062624	1	914	Evosep_WLBSC3_325_062624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_325_062624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_325_062624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_489_030124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_489_030124	1	915	Evosep_WLBSC_489_030124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_489_030124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_489_030124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_617_041724	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_617_041724	1	916	Evosep_WLBSC2_617_041724	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_617_041724.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_617_041724.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_1125_032124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_1125_032124	1	917	Evosep_WLBSC_1125_032124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_1125_032124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_1125_032124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_184_062024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_184_062024	1	918	Evosep_WLBSC3_184_062024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_184_062024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_184_062024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_584_041624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_584_041624	1	919	Evosep_WLBSC2_584_041624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_584_041624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_584_041624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_213_033024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_213_033024	1	920	Evosep_WLBSC2_213_033024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_213_033024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_213_033024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_13_012624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_13_012624	1	921	Evosep_WLBSC_13_012624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_13_012624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_13_012624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_809_031124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_809_031124	1	922	Evosep_WLBSC_809_031124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_809_031124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_809_031124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_95_032724	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_95_032724	1	923	Evosep_WLBSC2_95_032724	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_95_032724.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_95_032724.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC3_464_063024	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC3_464_063024	1	924	Evosep_WLBSC3_464_063024	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC3_464_063024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC3_464_063024.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_115_020124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_115_020124	1	925	Evosep_WLBSC_115_020124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_115_020124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_115_020124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_166_032924	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_166_032924	1	926	Evosep_WLBSC2_166_032924	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_166_032924.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_166_032924.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_2_012624	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_2_012624	1	927	Evosep_WLBSC_2_012624	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_2_012624.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_2_012624.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC_465_030124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC_465_030124	1	928	Evosep_WLBSC_465_030124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC_465_030124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC_465_030124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Evosep_WLBSC2_741_042124	Homo sapiens	Brain	not available	not available	not available	not available	not available	not available	not available	tissue	single cell	FACS	Evosep_WLBSC2_741_042124	1	929	Evosep_WLBSC2_741_042124	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Evosep_WLBSC2_741_042124.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD071075/Evosep_WLBSC2_741_042124.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=CID;AC=MS:1000133	5% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
