source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_20cells_3	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_20cells_3	not applicable	126	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_20cells_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_20cells_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_20cells_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_6	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_6	not applicable	127	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_12	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_12	not applicable	128	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_6	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_6	not applicable	129	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_5	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_5	not applicable	130	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_4	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_4	not applicable	131	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240626_AST5_Evo3_80SPD_IP_SCC25_FIXED_DMSO_OT_1	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20240626_AST5_Evo3_80SPD_IP_SCC25_FIXED_DMSO_OT_1	1	132	20240626_AST5_Evo3_80SPD_IP_SCC25_FIXED_DMSO_OT_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240626_AST5_Evo3_80SPD_IP_SCC25_FIXED_DMSO_OT_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240626_AST5_Evo3_80SPD_IP_SCC25_FIXED_DMSO_OT_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20231028_AST1_Evo3_IP_40SPD_4Th6ms_DIA_Released_Fixed_30min_1cell_11	Homo sapiens	Cell culture	not available	Cell culture	cell	single cell	FACS	20231028_AST1_Evo3_IP_40SPD_4Th6ms_DIA_Released_Fixed_30min_1cell_11	1	133	20231028_AST1_Evo3_IP_40SPD_4Th6ms_DIA_Released_Fixed_30min_1cell_11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20231028_AST1_Evo3_IP_40SPD_4Th6ms_DIA_Released_Fixed_30min_1cell_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20231028_AST1_Evo3_IP_40SPD_4Th6ms_DIA_Released_Fixed_30min_1cell_11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_6	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_6	not applicable	134	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_3	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_3	not applicable	135	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_NotFixed_1cells_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_5	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_5	not applicable	136	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_1cells_5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_2	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_2	not applicable	137	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_20cells_2	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_20cells_2	not applicable	138	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_20cells_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_20cells_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_NotFixed_20cells_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_3	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_3	not applicable	139	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_MTX_Fixed_1cells_3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_5	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_5	not applicable	140	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_NotFixed_1cells_5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_1	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_1	not applicable	141	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_5FLU_Fixed_1cells_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_Fixed_1cells_9	Homo sapiens	Cell culture	not available	Cell culture	cell	bulk control	FACS	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_Fixed_1cells_9	not applicable	142	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_Fixed_1cells_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_Fixed_1cells_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/02/PXD054445/20240208_AST3_Evo10_IO10_IP_QC_HeLa_DMSO_Fixed_1cells_9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	1000% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
