source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230822_Bulk_AsPc_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_AsPc_2	not applicable	152	20230822_Bulk_AsPc_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_AsPc_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_AsPc_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_23	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_23	1	153	20230822_SingleCells_AsPc_23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_23.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_PNAC1_TGFB_D3_5	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230630_PNAC1_TGFB_D3_5	1	154	20230630_PNAC1_TGFB_D3_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230630_PNAC1_TGFB_D3_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230630_PNAC1_TGFB_D3_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_16	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_16	1	155	20230406_PNAC1_single_cells_TGFb_D3_16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_16.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_5	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_5	1	156	20230822_SingleCells_HPAF_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_10	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_10	1	157	20230822_SingleCells_AsPc_10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_10.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_9	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_9	1	158	20230822_SingleCells_MIA_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_9.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_16	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_16	1	159	20230822_SingleCells_PANC_16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_16.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_18	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_18	1	160	20230406_PNAC1_single_cells_TGFb_D7_18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_18.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_30	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_30	1	161	20230822_SingleCells_AsPc_30	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_30.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_16	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_16	1	162	20230822_SingleCells_HPDE_16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_16.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_2	1	163	20230822_SingleCells_PANC_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_11	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_11	1	164	20230406_PNAC1_single_cells_TGFb_D7_11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_11.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_29	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_29	1	165	20230822_SingleCells_PANC_29	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_29.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_14	1	166	20230822_SingleCells_MIA_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230630_PNAC1_TGFB_D7_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230630_PNAC1_TGFB_D7_2	1	167	20230630_PNAC1_TGFB_D7_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230630_PNAC1_TGFB_D7_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230630_PNAC1_TGFB_D7_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_19	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_19	1	168	20230822_SingleCells_PANC_19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_19.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_2	1	169	20230822_SingleCells_HPAF_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_19	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_19	1	170	20230822_SingleCells_HPAF_19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_19.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_22	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_22	1	171	20230822_SingleCells_HPDE_22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_22.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_1	1	172	20230822_SingleCells_AsPc_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_6	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_6	1	173	20230406_PNAC1_single_cells_TGFb_D7_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_19	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_19	1	174	20230822_SingleCells_HPDE_19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_19.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
