source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16	1	205	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_35_GC16.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_55_BD16	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_55_BD16	1	206	20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_55_BD16	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_55_BD16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW18_sc_55_BD16.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_33_RC14	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_33_RC14	1	207	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_33_RC14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_33_RC14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_33_RC14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_23_BC4	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_23_BC4	1	208	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_23_BC4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_23_BC4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_23_BC4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_14_GB15	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_14_GB15	1	209	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_14_GB15	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_14_GB15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_14_GB15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_32_BC13	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_32_BC13	1	210	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_32_BC13	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_32_BC13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_32_BC13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_37_BC18	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_37_BC18	1	211	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_37_BC18	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_37_BC18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_37_BC18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_55_RD16	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_55_RD16	1	212	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_55_RD16	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_55_RD16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_55_RD16.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21	1	213	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_20_GB21.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_03_RB4	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_03_RB4	1	214	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_03_RB4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_03_RB4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_03_RB4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_43_GD4	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_43_GD4	1	215	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_43_GD4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_43_GD4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_43_GD4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_31_BC12	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_31_BC12	1	216	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_31_BC12	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_31_BC12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_31_BC12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_40_GC21	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_40_GC21	1	217	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_40_GC21	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_40_GC21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_40_GC21.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_50_BD11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_50_BD11	1	218	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_50_BD11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_50_BD11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_50_BD11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_24_BC5	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_24_BC5	1	219	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_24_BC5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_24_BC5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_24_BC5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_48_BD9	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_48_BD9	1	220	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_48_BD9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_48_BD9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_48_BD9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_46_BD7	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_46_BD7	1	221	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_46_BD7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_46_BD7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_46_BD7.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_17_GB18	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_17_GB18	1	222	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_17_GB18	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_17_GB18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_17_GB18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_50_GD11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_50_GD11	1	223	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_50_GD11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_50_GD11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_50_GD11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_45_RD6	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_45_RD6	1	224	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_45_RD6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_45_RD6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_45_RD6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_11_BB12	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_11_BB12	1	225	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_11_BB12	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_11_BB12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_11_BB12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_14_GB15	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_14_GB15	1	226	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_14_GB15	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_14_GB15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_14_GB15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
