source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20210216_L1_nUT2_SCP_MTX_6h_Rxn8	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_6h_Rxn8	1	253	20210216_L1_nUT2_SCP_MTX_6h_Rxn8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_6h_Rxn8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_6h_Rxn8.raw	1	TMTpro132C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn12	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn12	1	254	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn12.raw	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200929_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn3	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200929_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn3	1	255	20200929_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200929_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200929_L1_nUT2_ES802A_25cm_SCP_MTX_48h_Rxn3.raw	1	TMTpro133C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn21	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn21	1	256	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn21.raw	1	TMTpro134N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn19	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn19	1	257	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn19.raw	1	TMTpro126	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn2	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn2	1	258	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn2.raw	1	TMTpro127N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn22	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn22	1	259	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn22.raw	1	TMTpro127C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx6	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx6	1	260	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx6.raw	1	TMTpro128N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn9	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn9	1	261	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn9.raw	1	TMTpro128C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn24	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn24	1	262	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn24.raw	1	TMTpro129N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn20	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn20	1	263	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn20.raw	1	TMTpro129C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx12	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx12	1	264	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx12.raw	1	TMTpro130N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn1	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn1	1	265	20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn1.raw	1	TMTpro130C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn24	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn24	1	266	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn24.raw	1	TMTpro131N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx20	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx20	1	267	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx20	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx20.raw	1	TMTpro131C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_6h_Rxn5	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_6h_Rxn5	1	268	20210216_L1_nUT2_SCP_MTX_6h_Rxn5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_6h_Rxn5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_6h_Rxn5.raw	1	TMTpro132N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn2	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn2	1	269	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn2.raw	1	TMTpro132C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn17	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn17	1	270	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn17	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn17.raw	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx3	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx3	1	271	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx3.raw	1	TMTpro133C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210122_L1_nUT2_SCP_TMTpro_SemiBulk_TDX_R3	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	bulk control	FACS	20210122_L1_nUT2_SCP_TMTpro_SemiBulk_TDX_R3	not applicable	272	20210122_L1_nUT2_SCP_TMTpro_SemiBulk_TDX_R3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210122_L1_nUT2_SCP_TMTpro_SemiBulk_TDX_R3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210122_L1_nUT2_SCP_TMTpro_SemiBulk_TDX_R3.raw	1	TMTpro134N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
